Survived,Age,SibSp,Fare,Pclass_2,Pclass_3,Sex_male,Embarked_Q,Embarked_S
1,28.0,0,8.1125,False,True,True,False,True
1,18.0,0,56.4958,False,False,True,False,True
1,18.0,0,19.5,True,False,False,False,True
1,34.0,0,26.55,False,False,True,False,True
1,18.0,1,19.2583,False,True,False,False,False
1,42.0,0,30.5,False,False,True,False,True
0,36.0,1,27.75,True,False,True,False,True
0,28.0,1,19.9667,False,True,True,False,True
0,30.0,0,27.75,False,False,True,False,False
1,42.0,1,56.4958,False,False,True,False,False
0,28.0,0,8.05,False,True,True,False,True
1,29.0,0,7.8958,False,True,True,False,False
0,42.0,0,26.55,False,False,True,False,True
1,28.0,1,51.8625,False,False,False,False,True
1,42.0,0,10.5,True,False,False,False,True
0,28.0,0,7.75,False,True,True,True,False
1,42.0,0,26.55,False,False,True,False,True
0,34.0,0,8.05,False,True,True,False,True
0,42.0,0,38.5,False,False,True,False,True
0,42.0,0,13.0,True,False,True,False,True
0,28.0,0,8.05,False,True,True,False,True
0,38.0,0,7.75,False,True,True,False,True
0,28.0,0,7.75,True,False,True,False,True
0,42.0,0,26.55,False,False,True,False,True
0,28.0,0,7.75,False,True,True,True,False
1,18.0,1,19.2583,False,True,False,False,False
0,28.0,0,7.75,False,True,True,False,True
0,38.0,0,8.6625,False,True,True,False,True
1,33.0,1,27.75,True,False,False,False,True
1,23.0,0,13.7917,True,False,False,False,False
0,22.0,0,9.8375,False,True,False,False,True
0,28.0,0,52.0,False,False,True,False,True
0,34.0,1,21.0,True,False,True,False,True
0,29.0,1,7.75,False,True,True,False,True
0,22.0,0,7.75,False,True,True,False,True
1,18.0,0,12.2875,False,True,False,False,True
0,18.0,1,46.9,False,True,True,False,True
0,28.0,0,7.75,True,False,True,False,True
0,42.0,0,8.05,False,True,True,False,True
1,42.0,0,9.5875,False,True,False,False,True
1,25.0,1,56.4958,False,False,True,False,False
0,28.0,1,25.4667,False,True,False,False,True
1,35.0,1,56.4958,False,False,False,False,True
0,42.0,0,29.7,False,False,True,False,False
0,30.0,0,8.05,False,True,True,False,True
1,18.0,1,15.9,False,True,True,False,True
0,28.0,1,19.9667,False,True,True,False,True
0,21.0,0,7.75,False,True,True,False,True
0,42.0,0,30.5,False,False,True,False,True
0,42.0,0,49.5042,False,False,True,False,False
0,21.0,0,8.05,False,True,True,False,True
0,28.0,0,14.4583,False,True,True,False,False
1,42.0,1,56.4958,False,False,False,False,False
0,28.0,0,15.1,False,True,True,False,True
0,25.0,1,56.4958,False,False,False,False,True
0,24.0,0,7.7958,False,True,True,False,True
0,18.0,0,8.6625,False,True,True,False,True
0,21.0,0,7.75,False,True,False,True,False
0,28.0,0,7.75,False,True,False,True,False
0,37.0,0,9.5875,False,True,False,False,True
1,18.0,0,56.4958,False,False,False,False,True
0,18.0,1,56.4958,False,False,True,False,False
1,33.0,0,26.0,True,False,False,False,True
1,28.0,0,26.55,False,False,True,False,True
0,28.0,0,22.525,False,True,True,False,True
1,26.0,0,56.4958,False,True,True,False,True
1,29.0,0,7.75,False,True,True,True,False
0,28.0,0,8.05,False,True,True,False,True
1,36.0,0,26.2875,False,False,True,False,True
1,42.0,1,56.4958,False,False,False,False,False
0,24.0,0,7.75,False,True,True,False,True
0,42.0,0,34.0208,False,False,True,False,True
1,34.0,0,10.5,True,False,False,False,True
0,28.0,0,24.15,False,True,True,True,False
1,36.0,1,26.0,True,False,False,False,True
0,32.0,0,7.8958,False,True,True,False,True
1,30.0,0,56.4958,False,False,False,False,True
0,22.0,0,7.8958,False,True,True,False,True
0,28.0,0,7.75,False,True,True,False,False
1,42.0,0,56.4958,False,False,False,False,False
0,28.0,0,7.75,False,True,True,False,False
0,40.5,0,7.75,False,True,True,True,False
1,42.0,0,10.5,True,False,False,False,True
0,28.0,0,56.4958,False,False,True,False,True
0,39.0,0,7.925,False,True,True,False,True
0,23.0,1,11.5,True,False,True,False,True
1,18.0,1,26.0,True,False,False,False,True
0,28.0,0,7.75,False,True,True,False,False
0,18.0,1,7.75,False,True,True,False,False
1,28.0,0,22.3583,False,True,False,False,False
0,30.0,0,8.6625,False,True,False,False,True
1,18.0,0,26.25,True,False,False,False,True
0,42.0,0,26.55,False,False,True,False,True
1,30.0,0,56.4958,False,False,False,False,False
0,28.0,0,14.5,False,True,True,False,True
1,22.0,0,49.5,False,False,False,False,False
1,36.0,0,56.4958,False,False,False,False,True
0,18.0,1,31.275,False,True,False,False,True
0,18.0,1,31.275,False,True,False,False,True
1,32.0,1,26.0,True,False,True,False,True
0,42.0,1,56.4958,False,False,True,False,False
0,42.0,0,26.0,False,False,True,False,True
1,19.0,1,26.0,True,False,False,False,True
1,28.0,0,13.8625,True,False,True,False,False
0,33.0,1,20.525,False,True,True,False,True
1,18.0,1,36.75,True,False,True,False,True
1,18.0,0,56.4958,False,False,True,False,False
0,27.0,0,26.0,True,False,True,False,True
0,28.0,0,7.8292,False,True,True,True,False
1,22.0,0,7.75,False,True,True,False,False
1,22.0,0,7.775,False,True,False,False,True
0,42.0,0,26.55,False,False,True,False,True
1,42.0,1,39.6,False,False,False,False,False
0,28.0,0,56.4958,False,False,True,False,False
1,39.0,1,56.4958,False,False,False,False,True
1,36.0,1,17.4,False,True,False,False,True
0,28.0,0,7.75,False,True,True,True,False
0,40.0,0,7.8958,False,True,True,False,True
0,28.0,0,13.5,True,False,True,False,True
0,28.0,0,8.05,False,True,True,False,True
0,28.0,0,8.05,False,True,False,False,True
0,24.0,1,24.15,False,True,True,False,True
0,19.0,0,7.8958,False,True,True,False,True
0,29.0,0,21.075,False,True,False,False,True
0,28.0,0,7.75,False,True,True,False,False
1,32.0,0,7.8542,False,True,True,False,True
1,42.0,0,10.5,True,False,True,False,True
1,42.0,1,51.4792,False,False,False,False,True
1,36.0,0,26.3875,False,False,True,False,True
1,28.0,0,7.75,False,True,False,True,False
0,18.0,0,8.05,False,True,True,False,True
0,19.0,0,14.5,False,True,True,False,True
1,34.0,0,13.0,True,False,False,False,True
1,39.0,1,55.9,False,False,False,False,True
0,28.0,1,14.4583,False,True,False,False,False
1,32.0,0,7.925,False,True,True,False,True
1,25.0,1,30.0,True,False,False,False,True
1,39.0,1,56.4958,False,False,False,False,False
0,42.0,0,26.0,True,False,True,False,True
0,36.0,0,40.125,False,False,True,False,False
0,28.0,0,8.7125,False,True,True,False,False
1,18.0,0,56.4958,False,False,False,False,True
0,42.0,0,15.0,True,False,True,False,True
1,42.0,1,56.4958,False,False,True,False,False
0,22.0,0,8.05,False,True,True,False,True
0,28.0,0,8.05,False,True,True,False,True
0,35.0,0,7.75,False,True,True,False,True
1,42.0,1,56.4958,False,False,False,False,False
0,42.0,0,7.75,False,True,True,False,True
0,28.0,0,7.75,False,True,False,True,False
0,37.0,1,26.0,True,False,True,False,True
0,36.0,1,24.15,False,True,True,False,True
1,28.0,0,33.0,True,False,False,False,True
0,42.0,0,7.75,False,True,True,False,True
0,28.0,0,7.75,False,True,True,False,False
1,42.0,1,56.4958,False,False,True,False,False
1,24.0,1,27.0,True,False,False,False,True
0,28.0,0,7.8958,False,True,True,False,True
0,28.0,0,42.4,False,False,True,False,True
0,42.0,0,8.05,False,True,True,False,True
1,35.0,0,26.55,False,False,True,False,False
0,36.0,1,15.55,False,True,True,False,True
0,30.0,0,7.8958,False,True,True,False,True
1,27.0,0,30.5,False,False,True,False,True
1,22.0,1,41.5792,True,False,False,False,False
1,40.0,0,56.4958,False,False,False,False,True
0,39.0,1,31.275,False,True,False,False,True
0,28.0,0,7.75,False,True,True,False,True
1,28.0,1,15.5,False,True,False,True,False
0,28.0,0,7.75,False,True,True,True,False
0,35.0,0,8.05,False,True,True,False,True
1,24.0,1,56.4958,True,False,False,False,True
0,34.0,1,14.4,False,True,True,False,True
0,26.0,1,16.1,False,True,False,False,True
1,18.0,1,39.0,True,False,False,False,True
0,26.0,0,10.5,True,False,True,False,True
0,27.0,1,14.4542,False,True,True,False,False
1,42.0,1,52.5542,False,False,True,False,True
1,20.0,1,15.7417,False,True,True,False,False
0,21.0,0,7.8542,False,True,True,False,True
0,21.0,0,16.1,False,True,True,False,True
0,42.0,0,32.3208,False,False,True,False,True
0,42.0,0,12.35,True,False,True,True,False
1,21.0,0,56.4958,False,False,False,False,True
0,26.0,0,7.8958,False,True,True,False,True
0,28.0,0,7.75,False,True,True,True,False
1,42.0,0,30.0,False,False,True,False,True
0,42.0,0,7.75,False,True,True,False,True
1,32.0,0,30.5,False,False,True,False,False
0,28.0,0,7.75,False,False,True,False,True
0,18.0,1,27.9,False,True,False,False,True
1,28.0,0,13.0,True,False,False,False,True
0,32.0,0,7.925,False,True,True,False,True
0,31.0,1,26.25,True,False,True,False,True
0,41.0,0,39.6875,False,True,False,False,True
0,28.0,1,16.1,False,True,True,False,True
0,20.0,0,7.8542,False,True,True,False,True
1,24.0,0,56.4958,False,False,False,False,False
0,18.0,1,27.9,False,True,False,False,True
1,28.0,0,56.4958,False,True,True,False,True
1,18.0,1,19.2583,False,True,False,False,False
1,42.0,1,56.4958,False,False,True,False,False
0,19.0,0,7.8958,False,True,True,False,True
1,42.0,0,35.5,False,False,True,False,False
0,28.0,0,7.75,False,True,True,False,True
1,23.0,0,7.75,False,True,False,False,True
0,28.0,0,7.8958,False,True,True,False,True
1,18.0,0,23.0,True,False,False,False,True
0,21.0,0,8.4333,False,True,True,False,True
1,28.0,0,7.8292,False,True,False,True,False
0,18.0,0,7.75,False,True,False,True,False
0,24.0,1,56.4958,True,False,True,False,True
0,28.0,0,7.8958,False,True,True,False,True
0,32.0,1,15.5,False,True,False,True,False
0,23.0,0,13.0,True,False,True,False,True
0,42.0,0,56.4958,False,False,True,False,False
1,42.0,1,56.4958,False,False,True,False,True
0,40.0,0,7.75,False,True,True,False,False
0,42.0,0,25.5875,False,False,True,False,True
0,36.0,0,7.75,False,True,True,False,True
1,20.0,1,7.925,False,True,True,False,True
0,32.0,1,56.4958,True,False,True,False,True
0,25.0,0,13.0,True,False,True,False,True
0,28.0,0,7.775,False,True,True,False,True
0,42.0,0,8.05,False,True,True,False,True
1,28.0,1,52.0,False,False,False,False,True
1,40.0,1,39.0,True,False,False,False,True
0,31.0,1,52.0,False,False,True,False,True
0,42.0,0,10.5,True,False,True,False,True
1,31.0,0,13.0,True,False,True,False,True
0,28.0,0,7.75,True,False,True,False,True
0,18.0,0,7.775,False,True,True,False,True
0,24.5,0,8.05,False,True,True,False,True
1,18.0,0,9.8417,False,True,False,False,True
0,42.0,1,46.9,False,True,False,False,True
1,36.0,0,56.4958,False,False,True,False,False
0,28.0,0,8.1375,False,True,False,True,False
1,27.0,0,56.4958,False,False,True,False,False
0,20.0,0,9.225,False,True,True,False,True
0,18.0,1,46.9,False,True,True,False,True
0,42.0,1,39.0,True,False,True,False,True
0,25.0,1,41.5792,True,False,True,False,False
0,18.0,1,39.6875,False,True,True,False,True
0,19.0,0,10.1708,False,True,True,False,True
0,18.0,0,7.7958,False,True,True,False,True
1,18.0,0,56.4958,False,False,False,False,True
1,31.0,1,56.4958,False,False,True,False,True
1,18.0,0,13.4167,False,True,False,False,False
1,28.0,0,56.4958,False,True,True,False,True
0,25.0,0,7.75,False,True,True,False,False
0,42.0,0,26.55,False,False,True,False,True
0,42.0,0,13.5,True,False,True,False,True
0,42.0,0,8.05,False,True,True,False,True
1,28.0,0,7.75,False,True,False,True,False
0,42.0,1,56.4958,False,False,True,False,False
0,42.0,0,7.75,False,True,True,False,True
1,18.0,1,56.4958,False,False,False,False,False
1,35.0,0,26.2875,False,False,True,False,True
0,18.0,0,14.4542,False,True,False,False,False
0,25.0,0,7.75,False,True,True,True,False
0,26.0,1,7.8542,False,True,True,False,True
0,39.0,0,26.0,True,False,True,False,True
1,42.0,0,13.5,True,False,False,False,True
1,42.0,0,26.2875,False,False,True,False,True
1,22.0,0,56.4958,False,False,False,False,True
1,28.0,1,15.2458,False,True,True,False,False
1,24.0,0,49.5042,False,False,False,False,False
0,28.0,0,26.55,False,False,True,False,True
1,42.0,1,52.0,False,False,True,False,True
0,29.0,0,9.4833,False,True,True,False,True
0,42.0,0,13.0,True,False,True,False,True
0,19.0,0,7.75,False,True,True,False,True
1,38.0,0,56.4958,False,False,False,False,False
1,27.0,0,10.5,True,False,False,False,True
0,28.0,0,15.5,False,True,True,True,False
0,33.0,0,7.775,False,True,True,False,True
1,18.0,0,33.0,True,False,False,False,True
0,18.0,1,7.75,False,True,True,False,True
0,34.0,0,13.0,True,False,True,False,True
0,42.0,0,13.0,True,False,True,False,True
1,27.0,1,53.1,False,False,True,False,True
0,20.0,0,8.6625,False,True,True,False,True
1,30.0,1,21.0,True,False,False,False,True
1,28.0,0,7.75,False,True,False,True,False
0,25.0,1,26.0,True,False,True,False,True
0,25.0,1,7.925,False,True,False,False,True
1,29.0,0,56.4958,False,False,False,False,True
0,18.0,0,18.7875,False,True,True,False,False
0,28.0,0,7.75,True,False,True,False,True
0,23.0,0,13.0,True,False,True,False,True
0,23.0,0,13.0,True,False,True,False,True
0,28.5,0,16.1,False,True,True,False,True
0,42.0,1,34.375,False,True,False,False,True
1,35.0,0,56.4958,False,False,True,False,False
0,28.0,0,7.8958,False,True,True,False,True
0,28.0,0,7.8958,False,True,True,False,True
1,28.0,0,30.0,False,False,True,False,True
0,36.0,1,56.4958,False,False,True,False,True
1,21.0,1,56.4958,False,False,False,False,False
0,24.0,1,16.1,False,True,True,False,True
1,31.0,0,7.925,False,True,True,False,True
0,42.0,1,56.4958,False,False,True,False,True
0,18.0,1,20.25,False,True,True,False,True
1,30.0,0,13.0,True,False,False,False,True
0,19.0,1,53.1,False,False,True,False,True
0,31.0,0,7.75,False,True,True,True,False
1,18.0,1,23.0,True,False,False,False,True
1,18.0,0,12.475,False,True,True,False,True
0,33.0,0,9.5,False,True,True,False,True
0,23.0,0,7.8958,False,True,True,False,True
1,42.0,1,56.4958,True,False,False,False,True
1,18.0,1,14.5,True,False,True,False,True
0,28.0,0,7.7958,False,True,True,False,True
0,18.0,0,11.5,True,False,True,False,True
0,34.0,0,8.05,False,True,True,False,True
1,33.0,0,56.4958,False,False,False,False,True
0,28.0,0,14.5,False,True,True,False,True
0,41.0,0,7.75,False,True,True,False,True
1,20.0,0,7.75,False,True,True,False,False
1,36.0,1,56.4958,False,False,False,False,True
0,18.0,0,7.775,False,True,True,False,True
1,42.0,1,56.4958,False,False,False,False,True
0,28.0,0,39.6,False,False,True,False,False
0,30.5,0,7.75,False,True,False,True,False
0,28.0,1,24.15,False,True,True,True,False
0,32.0,0,8.3625,False,True,True,False,True
0,24.0,0,9.5,False,True,True,False,True
0,42.0,0,7.8542,False,True,True,False,True
0,42.0,0,10.5,True,False,False,False,True
0,28.0,0,7.75,False,True,True,False,False
1,42.0,1,23.0,True,False,False,False,True
0,18.0,0,7.75,False,True,True,False,True
0,28.0,0,7.75,False,True,True,True,False
1,18.0,0,12.475,False,True,False,False,True
0,28.0,0,7.75,False,True,True,True,False
1,42.0,0,56.4958,False,False,False,False,True
1,18.0,0,7.75,False,True,False,False,False
1,18.0,1,56.4958,False,False,False,False,True
0,29.0,0,30.0,False,False,True,False,True
0,28.0,1,23.45,False,True,True,False,True
0,25.0,0,7.75,False,True,True,False,True
0,25.0,0,7.75,False,True,True,False,True
1,18.0,0,7.75,False,True,False,False,True
0,18.0,1,29.125,False,True,True,True,False
1,18.0,1,20.575,False,True,True,False,True
0,42.0,0,56.4958,False,False,True,False,False
0,28.0,0,7.75,False,True,True,True,False
0,18.0,0,26.0,True,False,True,False,True
0,28.0,1,56.4958,False,True,False,False,True
0,28.0,0,30.6958,False,False,True,False,False
0,25.0,0,7.8958,False,True,True,False,True
0,39.0,0,13.0,True,False,True,False,True
1,42.0,0,25.9292,False,False,False,False,True
1,31.0,0,8.6833,False,True,False,False,True
0,30.0,0,7.75,False,True,True,False,False
0,30.0,1,24.15,False,True,False,False,True
0,34.0,0,13.0,True,False,True,False,True
1,31.0,1,26.25,True,False,False,False,True
1,18.0,1,56.4958,False,False,True,False,True
1,18.0,0,8.5167,False,True,True,False,False
1,27.0,0,7.75,False,True,True,False,True
0,31.0,0,7.775,False,True,True,False,True
0,39.0,0,7.75,False,False,True,False,True
0,18.0,0,7.775,False,True,False,False,True
0,39.0,0,13.0,True,False,True,False,True
1,33.0,1,53.1,False,False,False,False,True
0,26.0,0,7.8875,False,True,True,False,True
0,39.0,0,24.15,False,True,True,False,True
0,35.0,0,10.5,True,False,True,False,True
0,18.0,1,31.275,False,True,False,False,True
0,30.5,0,8.05,False,True,True,False,True
0,28.0,0,7.75,False,False,True,False,True
0,23.0,0,7.925,False,True,False,False,True
0,31.0,1,37.0042,True,False,True,False,False
0,42.0,0,7.75,False,True,True,False,True
0,18.0,1,27.9,False,True,True,False,True
1,42.0,1,56.4958,False,False,False,False,True
1,27.0,0,8.6625,False,True,True,False,True
0,38.0,0,7.75,False,False,True,False,True
1,27.0,0,12.475,False,True,False,False,True
0,18.0,1,39.6875,False,True,True,False,True
0,28.0,0,7.75,False,True,True,True,False
0,28.0,0,56.4958,False,True,True,False,True
1,18.0,0,37.0042,True,False,True,False,False
1,28.0,0,7.75,False,True,True,True,False
1,42.0,0,56.4958,False,False,False,False,True
1,18.0,1,14.4542,False,True,False,False,False
1,18.0,1,18.75,True,False,True,False,True
0,28.0,0,7.75,False,True,True,False,False
0,23.0,0,7.8542,False,True,True,False,True
0,18.0,0,8.3,False,True,True,False,True
1,39.0,1,56.4958,False,False,False,False,False
0,21.0,0,8.6625,False,True,True,False,True
0,28.0,0,8.05,False,True,True,False,True
1,32.0,0,56.4958,False,True,True,False,True
1,28.0,0,29.7,False,False,True,False,False
0,20.0,0,7.925,False,True,True,False,True
0,18.0,0,10.5,True,False,True,False,True
1,30.0,0,31.0,False,False,False,False,False
0,34.5,0,7.75,False,True,True,False,False
0,18.0,0,8.6625,False,True,True,False,True
0,42.0,0,7.75,False,True,True,False,True
0,28.0,1,56.4958,False,True,True,False,True
0,35.0,0,7.8958,False,True,True,False,False
0,28.0,0,33.0,True,False,True,False,True
1,28.0,1,56.4958,False,False,False,False,False
0,18.0,1,31.275,False,True,True,False,True
0,42.0,0,7.775,False,True,True,False,True
0,18.0,1,15.2458,False,True,False,False,False
1,18.0,0,39.4,False,False,False,False,True
0,42.0,1,26.0,True,False,False,False,True
1,18.0,0,9.35,False,True,False,False,True
1,42.0,1,56.4958,False,False,False,False,True
1,42.0,0,26.55,False,False,True,False,True
1,24.0,0,19.2583,False,True,False,False,False
0,28.0,0,7.75,False,True,True,False,False
0,41.0,1,14.1083,False,True,True,False,True
0,21.0,1,11.5,True,False,True,False,True
1,42.0,0,25.9292,False,False,False,False,True
0,28.0,1,56.4958,False,True,False,False,True
0,24.0,0,13.0,True,False,True,False,True
1,42.0,0,13.0,True,False,False,False,True
1,27.0,1,13.8583,True,False,False,False,False
0,31.0,0,50.4958,False,False,True,False,True
0,28.0,0,9.5,False,True,True,False,True
1,18.0,1,11.1333,False,True,True,False,True
0,26.0,0,7.8958,False,True,True,False,True
1,42.0,1,52.5542,False,False,False,False,True
0,33.0,0,7.75,False,False,True,False,True
0,42.0,0,9.0,False,True,True,False,True
1,28.0,1,24.0,True,False,False,False,False
1,18.0,0,7.75,False,True,False,False,False
0,20.0,0,9.8458,False,True,True,False,True
0,19.0,0,7.8958,False,True,True,False,True
0,28.0,0,7.8958,False,True,True,False,True
1,42.0,0,56.4958,False,False,False,False,False
1,25.0,0,26.0,True,False,False,False,True
0,33.0,0,7.8958,False,True,True,False,True
0,22.0,0,10.5167,False,True,False,False,True
0,28.0,0,10.5,True,False,True,False,True
0,25.0,0,7.75,False,True,True,False,True
0,39.0,0,29.125,False,True,False,True,False
0,27.0,0,13.0,True,False,True,False,True
1,19.0,0,30.0,False,False,False,False,True
0,28.0,1,23.45,False,True,False,False,True
1,26.0,0,30.0,False,False,True,False,False
0,32.0,0,7.75,False,True,True,True,False
